method,ate,rpe,avg_runtime_per_frame,total_runtime,landmark_position_error,map_consistency_score,false_landmark_updates,matched_landmarks,state_classification_accuracy,confusion_matrix,change_precision,change_recall,seed,run_label,dynamic_track_position_error,track_survival_length,id_switch_count
pov_baseline,2.020506083016375,0.28035914587072785,0.00026762407376534415,0.07225849991664292,5.324572990404484,0.3217185465426459,17.0,54.0,0.2413793103448276,"{'STATIC': {'STATIC': 5, 'SEMI_STATIC': 10, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 5, 'SEMI_STATIC': 2, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 1, 'SEMI_STATIC': 6, 'DYNAMIC': 0}}",0.4444444444444444,0.5714285714285714,7,baseline,,,
motion_aware_filter_only,1.8536863481631556,0.2879094457863108,0.0009154118519897265,0.24716120003722614,3.7066057765541345,0.47717090474702156,0.0,60.0,0.6551724137931034,"{'STATIC': {'STATIC': 13, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'SEMI_STATIC': {'STATIC': 4, 'SEMI_STATIC': 0, 'DYNAMIC': 3}, 'DYNAMIC': {'STATIC': 1, 'SEMI_STATIC': 0, 'DYNAMIC': 6}}",0.8181818181818182,0.6428571428571429,7,dynamic_filter_only,0.12963369302959893,6.0,2.0
motion_aware_tracking_only,1.8536863481631556,0.2879094457863108,0.0007672140736960704,0.20714779989793902,3.7066057765541345,0.47717090474702156,0.0,60.0,0.6551724137931034,"{'STATIC': {'STATIC': 13, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'SEMI_STATIC': {'STATIC': 4, 'SEMI_STATIC': 0, 'DYNAMIC': 3}, 'DYNAMIC': {'STATIC': 1, 'SEMI_STATIC': 0, 'DYNAMIC': 6}}",0.8181818181818182,0.6428571428571429,7,kalman_tracking_only,0.12963369302959893,6.0,2.0
motion_aware_full,1.932891370617417,0.2898673275414349,0.0011127725924813638,0.30044859996996826,3.793122270327869,0.46836204111730656,2.0,65.0,0.3448275862068966,"{'STATIC': {'STATIC': 0, 'SEMI_STATIC': 13, 'DYNAMIC': 2}, 'SEMI_STATIC': {'STATIC': 0, 'SEMI_STATIC': 4, 'DYNAMIC': 3}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 1, 'DYNAMIC': 6}}",0.4827586206896552,1.0,7,full_motion_aware,0.12984337488575143,6.0,2.0
