method,ate,rpe,avg_runtime_per_frame,total_runtime,landmark_position_error,map_consistency_score,false_landmark_updates,matched_landmarks,state_classification_accuracy,confusion_matrix,change_precision,change_recall,seed,run_label,dynamic_track_position_error,track_survival_length,id_switch_count
pov_baseline,1.372625580271005,0.2577014706169368,0.00031390259283836235,0.08475370006635784,2.152026378118665,0.5708804082809786,16.0,38.0,0.4482758620689655,"{'STATIC': {'STATIC': 7, 'SEMI_STATIC': 12, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 4, 'SEMI_STATIC': 6, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.3333333333333333,0.6,11,baseline,,,
motion_aware_filter_only,1.4312604303842023,0.26384663356844035,0.0007532733328709448,0.2033837998751551,1.7195279734603695,0.6560944053079261,0.0,41.0,0.5172413793103449,"{'STATIC': {'STATIC': 15, 'SEMI_STATIC': 0, 'DYNAMIC': 4}, 'SEMI_STATIC': {'STATIC': 3, 'SEMI_STATIC': 0, 'DYNAMIC': 7}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.6363636363636364,0.7,11,dynamic_filter_only,0.1386611580607351,8.5,0.0
motion_aware_tracking_only,1.4312604303842023,0.26384663356844035,0.0007882388886409225,0.21282449993304908,1.7195279734603695,0.6560944053079261,0.0,41.0,0.5172413793103449,"{'STATIC': {'STATIC': 15, 'SEMI_STATIC': 0, 'DYNAMIC': 4}, 'SEMI_STATIC': {'STATIC': 3, 'SEMI_STATIC': 0, 'DYNAMIC': 7}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.6363636363636364,0.7,11,kalman_tracking_only,0.1386611580607351,8.5,0.0
motion_aware_full,1.463110309945907,0.26188984514336794,0.0008524362963658794,0.23015780001878744,1.801136763224936,0.6397726473550128,1.0,41.0,0.41379310344827586,"{'STATIC': {'STATIC': 11, 'SEMI_STATIC': 4, 'DYNAMIC': 4}, 'SEMI_STATIC': {'STATIC': 2, 'SEMI_STATIC': 1, 'DYNAMIC': 7}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.5,0.8,11,full_motion_aware,0.14042582436435924,8.5,0.0
