method,ate,rpe,avg_runtime_per_frame,total_runtime,landmark_position_error,map_consistency_score,false_landmark_updates,matched_landmarks,state_classification_accuracy,confusion_matrix,change_precision,change_recall,seed,run_label,dynamic_track_position_error,track_survival_length,id_switch_count
pov_baseline,2.9383194222706046,0.4044657656295951,0.0003784822222466269,0.10219020000658927,5.2681128404107636,0.23376147460503424,37.0,60.0,0.3793103448275862,"{'STATIC': {'STATIC': 6, 'SEMI_STATIC': 9, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 4, 'SEMI_STATIC': 5, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 5, 'DYNAMIC': 0}}",0.5263157894736842,0.7142857142857143,3,baseline,,,
motion_aware_filter_only,3.005870467440768,0.443054859485293,0.0008680603699758645,0.23437629989348344,4.747386006143832,0.24770526439036658,0.0,68.0,0.41379310344827586,"{'STATIC': {'STATIC': 9, 'SEMI_STATIC': 0, 'DYNAMIC': 6}, 'SEMI_STATIC': {'STATIC': 7, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'DYNAMIC': {'STATIC': 2, 'SEMI_STATIC': 0, 'DYNAMIC': 3}}",0.45454545454545453,0.35714285714285715,3,dynamic_filter_only,0.1662065730720182,11.6,8.0
motion_aware_tracking_only,3.005870467440768,0.443054859485293,0.0008442285186093713,0.22794170002453026,4.747386006143832,0.24770526439036658,0.0,68.0,0.41379310344827586,"{'STATIC': {'STATIC': 9, 'SEMI_STATIC': 0, 'DYNAMIC': 6}, 'SEMI_STATIC': {'STATIC': 7, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'DYNAMIC': {'STATIC': 2, 'SEMI_STATIC': 0, 'DYNAMIC': 3}}",0.45454545454545453,0.35714285714285715,3,kalman_tracking_only,0.1662065730720182,11.6,8.0
motion_aware_full,3.120146761411885,0.44719152283304253,0.0008455496298632136,0.22829840006306767,4.603340040760713,0.2775487772070522,2.0,72.0,0.3793103448275862,"{'STATIC': {'STATIC': 1, 'SEMI_STATIC': 8, 'DYNAMIC': 6}, 'SEMI_STATIC': {'STATIC': 0, 'SEMI_STATIC': 7, 'DYNAMIC': 2}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 2, 'DYNAMIC': 3}}",0.5,1.0,3,full_motion_aware,0.1660863298341798,12.0,8.0
