method,ate,rpe,avg_runtime_per_frame,total_runtime,landmark_position_error,map_consistency_score,false_landmark_updates,matched_landmarks,state_classification_accuracy,confusion_matrix,change_precision,change_recall,seed,run_label,dynamic_track_position_error,track_survival_length,id_switch_count
baseline,1.1640375849049898,0.21395476458017446,0.0003278055555980515,0.0885075000114739,3.6697862426815173,0.45938694816262354,0.0,78.0,0.38461538461538464,"{'STATIC': {'STATIC': 30, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 16, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 32, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.0,0.0,19,baseline,,,
motion_aware_filter_only,1.349719873282843,0.2126869604529249,0.0012518296294190265,0.33799399994313717,2.0160937101354257,0.6963969003288214,0.0,29.0,0.5172413793103449,"{'STATIC': {'STATIC': 15, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 8, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 6, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.0,0.0,19,dynamic_filter_only,0.12886946814996247,6.484848484848484,63.0
motion_aware_tracking_only,1.349719873282843,0.2126869604529249,0.0010619959259336746,0.2867389000020921,2.0160937101354257,0.6963969003288214,0.0,29.0,0.5172413793103449,"{'STATIC': {'STATIC': 15, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 8, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 6, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.0,0.0,19,kalman_tracking_only,0.12886946814996247,6.484848484848484,63.0
motion_aware_full,1.3510640378596026,0.21333973888715926,0.0011723574078469363,0.3165365001186728,2.0139754651607227,0.696820549323762,0.0,29.0,0.4827586206896552,"{'STATIC': {'STATIC': 14, 'SEMI_STATIC': 1, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 8, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 6, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.0,0.0,19,full_motion_aware,0.12793856627578765,6.484848484848484,61.0
