method,ate,rpe,avg_runtime_per_frame,total_runtime,landmark_position_error,map_consistency_score,false_landmark_updates,matched_landmarks,state_classification_accuracy,confusion_matrix,change_precision,change_recall,seed,run_label,dynamic_track_position_error,track_survival_length,id_switch_count
pov_baseline,1.6373322600625435,0.22921203200064147,0.0002725414811047139,0.07358619989827275,8.253819368053646,0.2975130316176734,49.0,52.0,0.41379310344827586,"{'STATIC': {'STATIC': 6, 'SEMI_STATIC': 8, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 3, 'SEMI_STATIC': 6, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 1, 'SEMI_STATIC': 5, 'DYNAMIC': 0}}",0.5789473684210527,0.7333333333333333,19,baseline,,,
motion_aware_filter_only,1.419197837411888,0.2178611215477028,0.0007840062965880389,0.21168170007877052,2.688168930404456,0.5606860717656541,0.0,51.0,0.6206896551724138,"{'STATIC': {'STATIC': 12, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'SEMI_STATIC': {'STATIC': 7, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 0, 'DYNAMIC': 6}}",0.8,0.5333333333333333,19,dynamic_filter_only,0.07911017366722904,8.4,7.0
motion_aware_tracking_only,1.419197837411888,0.2178611215477028,0.0009110881481319665,0.24599379999563098,2.688168930404456,0.5606860717656541,0.0,51.0,0.6206896551724138,"{'STATIC': {'STATIC': 12, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'SEMI_STATIC': {'STATIC': 7, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 0, 'DYNAMIC': 6}}",0.8,0.5333333333333333,19,kalman_tracking_only,0.07911017366722904,8.4,7.0
motion_aware_full,1.7628323433872923,0.22534383630049656,0.000782284814933384,0.21121690003201368,2.9034024485338694,0.5084231487239896,4.0,57.0,0.4827586206896552,"{'STATIC': {'STATIC': 1, 'SEMI_STATIC': 11, 'DYNAMIC': 2}, 'SEMI_STATIC': {'STATIC': 0, 'SEMI_STATIC': 7, 'DYNAMIC': 2}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 0, 'DYNAMIC': 6}}",0.5357142857142857,1.0,19,full_motion_aware,0.08102314652227843,8.4,6.0
