method,ate,rpe,avg_runtime_per_frame,total_runtime,landmark_position_error,map_consistency_score,false_landmark_updates,matched_landmarks,state_classification_accuracy,confusion_matrix,change_precision,change_recall,seed,run_label,dynamic_track_position_error,track_survival_length,id_switch_count
pov_baseline,3.0351316767478154,0.3608869876700701,0.00027814740746247545,0.07509980001486838,7.106898888946829,0.2328880851948905,56.0,59.0,0.2413793103448276,"{'STATIC': {'STATIC': 4, 'SEMI_STATIC': 11, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 4, 'SEMI_STATIC': 3, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 1, 'SEMI_STATIC': 6, 'DYNAMIC': 0}}",0.45,0.6428571428571429,7,baseline,,,
motion_aware_filter_only,2.4196051896533626,0.3388585784718578,0.0010154988884029013,0.27418469986878335,4.921306521882015,0.38880185702518566,0.0,61.0,0.6551724137931034,"{'STATIC': {'STATIC': 13, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'SEMI_STATIC': {'STATIC': 5, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'DYNAMIC': {'STATIC': 1, 'SEMI_STATIC': 0, 'DYNAMIC': 6}}",0.8,0.5714285714285714,7,dynamic_filter_only,0.12201846101422688,6.666666666666667,37.0
motion_aware_tracking_only,2.4196051896533626,0.3388585784718578,0.0008587229634738631,0.23185520013794303,4.921306521882015,0.38880185702518566,0.0,61.0,0.6551724137931034,"{'STATIC': {'STATIC': 13, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'SEMI_STATIC': {'STATIC': 5, 'SEMI_STATIC': 0, 'DYNAMIC': 2}, 'DYNAMIC': {'STATIC': 1, 'SEMI_STATIC': 0, 'DYNAMIC': 6}}",0.8,0.5714285714285714,7,kalman_tracking_only,0.12201846101422688,6.666666666666667,37.0
motion_aware_full,2.25021827992502,0.3410729777612782,0.0008666448148519355,0.23399410001002258,4.804993123279794,0.40282411054391576,3.0,61.0,0.41379310344827586,"{'STATIC': {'STATIC': 1, 'SEMI_STATIC': 11, 'DYNAMIC': 3}, 'SEMI_STATIC': {'STATIC': 0, 'SEMI_STATIC': 5, 'DYNAMIC': 2}, 'DYNAMIC': {'STATIC': 0, 'SEMI_STATIC': 1, 'DYNAMIC': 6}}",0.5,1.0,7,full_motion_aware,0.12494963040200309,5.25,38.0
