method,ate,rpe,avg_runtime_per_frame,total_runtime,landmark_position_error,map_consistency_score,false_landmark_updates,matched_landmarks,state_classification_accuracy,confusion_matrix,change_precision,change_recall,seed,run_label,dynamic_track_position_error,track_survival_length,id_switch_count
baseline,2.0356395068810214,0.2286028208535629,0.0005583414816539044,0.1507522000465542,5.182816852535528,0.3327921938508053,0.0,103.0,0.4077669902912621,"{'STATIC': {'STATIC': 42, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 6, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 55, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.0,0.0,3,baseline,,,
motion_aware_filter_only,2.153872383843924,0.23080666103241543,0.0012388481482587478,0.3344890000298619,4.250376201929703,0.3103082153370757,0.0,30.0,0.6666666666666666,"{'STATIC': {'STATIC': 20, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 2, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 8, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.0,0.0,3,dynamic_filter_only,0.135285095054614,6.46875,84.0
motion_aware_tracking_only,2.153872383843924,0.23080666103241543,0.001285582222044468,0.3471071999520064,4.250376201929703,0.3103082153370757,0.0,30.0,0.6666666666666666,"{'STATIC': {'STATIC': 20, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 2, 'SEMI_STATIC': 0, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 8, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.0,0.0,3,kalman_tracking_only,0.135285095054614,6.46875,84.0
motion_aware_full,2.1438009865201684,0.23143104819246038,0.0013949133335026326,0.3766266000457108,4.254638979399957,0.30945565984302514,0.0,30.0,0.6333333333333333,"{'STATIC': {'STATIC': 18, 'SEMI_STATIC': 2, 'DYNAMIC': 0}, 'SEMI_STATIC': {'STATIC': 1, 'SEMI_STATIC': 1, 'DYNAMIC': 0}, 'DYNAMIC': {'STATIC': 8, 'SEMI_STATIC': 0, 'DYNAMIC': 0}}",0.3333333333333333,0.1,3,full_motion_aware,0.13342890953328188,6.411764705882353,84.0
